"dota"
{
"DOTA_Accept"	"Elfogad"
"DOTA_WatchReplays_Tag"	"„{s:recommendation_text}”"
"DOTA_WatchTournaments_FeaturedTitle"	"{s:tournament_featured_title}"
"DOTA_WatchTournaments_FeaturedDates"	"{s:tournament_featured_start} - {s:tournament_featured_end}"
"DOTA_WatchTournaments_FeaturedDescription"	"{s:tournament_featured_description}"
"DOTA_WatchTournaments_FeaturedTeams"	"Csapatok"
"DOTA_WatchTournaments_PrizePool"	"Nyereményalap:"
"DOTA_WatchTournaments_PrizePoolAmt"	"{s:tournament_featured_prize_pool}"
"DOTA_WatchTournaments_Purchase"	"Bajnoksági belépő - {s:tournament_featured_price}"
"DOTA_WatchTournament_TournamentName"	"{s:tournament_name}"
"DOTA_WatchTournament_Price"	"{s:price}"
"DOTA_Replays_Search"	"Meccs-azonosítók keresése"
"DOTA_Watch_GameStatus"	"Játékállapot megnézése"
"DOTA_Watch_Pending"	"Várakozás a játék nézésére..."
"DOTA_Watch_GameServerNotFound"	"A játékot futtató játékszerver nem található."
"DOTA_Watch_Unavailable"	"Ezt a játékot jelenleg nem lehet nézni."
"DOTA_Watch_LobbyNotFound"	"Váró nem található."
"DOTA_Watch_MissingLeagueSubscription"	"Ez a játék egy liga-meccs, melynek megtekintéséhez előfizetés szükséges."
"vs"	"VS."
"dota_matchmaking_language_title"	"Meccskeresés nyelvének kiválasztása"
"dota_matchmaking_language_primary_label"	"Az elsődleges meccskeresési nyelved:"
"dota_matchmaking_language_primary"	"{s:environment_language}"
"dota_matchmaking_language_primary_invalid"	"A nyelved ({s:environment_language}) nem érhető el meccskeresési nyelvként a Dota 2-ben."
"dota_matchmaking_language_select_secondary"	"Ha szeretnéd, választhatsz egy másodlagos nyelvet:"
"dota_matchmaking_language_select_primary"	"Válassz meccskeresési nyelvet:"
"dota_matchmaking_language_no_selection"	"Nincs választva"
"dota_matchmaking_language_english"	"Angol"
"dota_matchmaking_language_russian"	"Orosz"
"dota_matchmaking_language_chinese"	"Kínai"
"dota_matchmaking_language_schinese"	"Kínai"
"dota_matchmaking_language_korean"	"Koreai"
"dota_matchmaking_language_koreana"	"Koreai"
"dota_matchmaking_language_spanish"	"Spanyol"
"dota_matchmaking_language_portuguese"	"Portugál"
"GameUI_Language_English"	"Angol"
"GameUI_Language_German"	"Német"
"GameUI_Language_French"	"Francia"
"GameUI_Language_Italian"	"Olasz"
"GameUI_Language_Korean"	"Koreai"
"GameUI_Language_Spanish"	"Spanyol"
"GameUI_Language_Simplified_Chinese"	"Egyszerűsített kínai"
"GameUI_Language_Traditional_Chinese"	"Hagyományos kínai"
"GameUI_Language_Russian"	"Orosz"
"GameUI_Language_Thai"	"Thai"
"GameUI_Language_Japanese"	"Japán"
"GameUI_Language_Portuguese"	"Portugál"
"GameUI_Language_Polish"	"Lengyel"
"GameUI_Language_Danish"	"Dán"
"GameUI_Language_Dutch"	"Holland"
"GameUI_Language_Finnish"	"Finn"
"GameUI_Language_Norwegian"	"Norvég"
"GameUI_Language_Swedish"	"Svéd"
"GameUI_Language_Hungarian"	"Magyar"
"GameUI_Language_Czech"	"Cseh"
"GameUI_Language_Romanian"	"Román"
"GameUI_Language_Turkish"	"Török"
"GameUI_Language_Brazilian"	"Portugál-Brazil"
"GameUI_Language_Bulgarian"	"Bolgár"
"GameUI_Language_Greek"	"Görög"
"GameUI_Language_Ukrainian"	"Ukrán"
"client_version_out_of_date_title"	"Frissítés szükséges"
"client_version_out_of_date"	"A játékkliens elavult. Zárd be a Dota 2-t, és indítsd újra a legújabb verzió beszerzéséhez."
"dota_matchmaking_region_title"	"Játékkereső régiók kiválasztása"
"dota_matchmaking_region_auto"	"Automatikusan válassza ki a legmegfelelőbb régiót elhelyezkedésem alapján."
"dota_matchmaking_region_select"	"Válassz ki legfeljebb három régiót. A legjobb élményért csak a hozzád legközelebbi régiókat válaszd ki."
"limited_heroes_abandon_header"	"Limited Heroes mód"
"limited_heroes_abandon_explanation"	"Limited Heroes módú játék elhagyásáért nincs büntetés, mert a hősödet egy bot veszi át. Más játékmód elhagyása az alacsony prioritású sorba kerülést eredményezheti."
"dota_abandon_dialog_title"	"Játék elhagyása"
"dota_abandon_dialog_confirm"	"Biztosan el szeretnéd hagyni ezt a játékot?"
"dota_abandon_dialog_yes"	"Igen, elhagyom a játékot."
"dota_leave_dialog_title"	"Játék elhagyása"
"dota_leave_dialog_confirm"	"Biztosan el akarod hagyni ezt a játékot?"
"dota_leave_dialog_yes"	"Igen, elhagyom a játékot."
"dota_accept_match_title"	"A játékod készen áll"
"dota_accept_match_readyup_title"	"Várakozás játékosokra"
"dota_accept_match_accept"	"Elfogad"
"dota_accept_match_accept_low_pri"	"Al. pri. meccs elfogadása"
"dota_accept_match_accept_button"	"{s:accept}"
"dota_accept_match_decline"	"Meccs elutasítása"
"dota_accept_match_subtitle"	"{s:subtitle}"
"dota_finding_match_players"	"( {s:searching_player_count} keres )"
"dota_finding_match_time"	"meccskeresési idő: {s:find_match_time}"
"dota_finding_match_accept_count"	"elfogadott meccs: {s:match_num_accepted} / {s:match_num_total}"
"dota_finding_match_generic"	"Normál meccs"
"dota_finding_match_ranked"	"Rangsorolt meccs"
"dota_finding_match_bot"	"Bot meccs"
"dota_finding_match_bot_passive"	"Bot meccs ( passzív )"
"dota_finding_match_bot_easy"	"Bot meccs ( könnyű )"
"dota_finding_match_bot_medium"	"Bot meccs ( közepes )"
"dota_finding_match_bot_hard"	"Bot meccs ( nehéz )"
"dota_finding_match_bot_unfair"	"Bot meccs ( tisztességtelen )"
"dota_finding_match_team"	"Csapatos rangsorolt meccs"
"dota_finding_1v1_match_casual"	"1v1 meccs"
"dota_finding_match_practice_lobby"	"Várós játék"
"dota_safe_to_abandon_inline"	"A játék nyugodtan elhagyható"
"dota_match_connected"	"Játékhoz csatlakozva"
"dota_match_local_game"	"Helyi játékhoz csatlakozva"
"dota_match_connecting"	"Csatlakozás a játékhoz..."
"dota_match_in_progress"	"Játék folyamatban"
"dota_match_finished"	"A játék befejeződött"
"matchmaking_waiting_for_players"	"Várakozás a többi játékosra"
"matchmaking_player_declined"	"Egy játékos lemondta a meccset"
"dota_match_wait_for_host"	"Várakozás a házigazdára"
"dota_match_find_server"	"Szerver keresése"
"ranked_disabled"	"A rangsorolt meccskeresés ideiglenesen kikapcsolva."
"ranked_mmr"	"Meccskeresési rangod:"
"ranked_mmr_solo_label"	"Szóló"
"ranked_mmr_solo_value"	"{i:solo_mmr}"
"ranked_mmr_solo_calibrating"	"N/M - {i:solo_calibrating_games} játék van hátra"
"ranked_mmr_solo_no_data"	"A kalibráláshoz {i:solo_calibrating_required_games} játék szükséges"
"ranked_mmr_party_label"	"Társasági"
"ranked_mmr_party_value"	"{i:party_mmr}"
"ranked_mmr_party_calibrating"	"N/M - {i:party_calibrating_games} játék van hátra"
"ranked_mmr_party_no_data"	"A kalibráláshoz {i:party_calibrating_required_games} játék szükséges"
"ranked_mmr_locked_explain"	"Rangsorolt meccskeresés:\nA Tapasztalati trófea 50. szintjén oldódik fel.\nVersengőbb mód, mely nyomon követi és megjeleníti minden játékos JáR-ját (Játékkereső Rangsor)."
"matchmaking_account_disabled"	"Zavaró viselkedésed miatt nem cseveghetsz vagy csatlakozhatsz játékkereséshez. Hátralévő idő: {t:r:match_denied_time}"
"matchmaking_match_disabled_party"	"{s:match_denied_player_name} gátolni fogja a meccskeresést, mert legutóbbi játszmájában nem készült fel időben, vagy elhagyta azt. Hátralévő idő: {t:r:match_denied_time}"
"matchmaking_low_priority_party"	"{s:match_denied_player_name} elhagyott játékok, vagy túl sok jelentés miatt csak alacsony prioritású játékkeresést tesz lehetővé. Hátralévő győzelmek: {d:match_denied_games}"
"matchmaking_match_disabled_local"	"Nem kereshetsz meccset, mert legutóbbi játszmádban nem készültél fel időben, vagy elhagytad azt. Hátralévő idő: {t:r:match_denied_time}"
"matchmaking_low_priority_local"	"Elhagyott játékok, vagy túl sok jelentés miatt csak az alacsony prioritású játékkeresőben kaphatsz játékot. Hátralévő győzelmek: {d:match_denied_games}"
"dota_ready_up_count"	"{s:ready_up_ready} / {s:ready_up_lobby_members}"
"dota_play_normal_match"	"Normál meccs"
"dota_play_ranked_match"	"Rangsorolt meccs"
"dota_play_practice_1v1"	"1v1 gyakroló"
"dota_play_practice_with_bots"	"Gyakorlás botokkal"
"dota_play_practice_1v1_playtab"	"1v1 GYAKORLÓ"
"dota_play_1v1_desc"	"Gyakorold a szóló középső vonali játékodat egy másik játékos ellen. A gyakorlás véget ér, mikor az egyik játékos kétszer meghal vagy elveszít egy tornyot."
"dota_play_practice_1v1_party_warning"	"Társaságok nem engedélyezettek 1v1 játékkeresésben."
"dota_play_button_label"	"{s:play_button_label}"
"dota_play"	"Játékba lépés"
"dota_play_searching"	"Meccskeresés"
"dota_play_connecting"	"Házigazda betöltése..."
"dota_play_lobby_find_server"	"Szerver keresése"
"dota_play_find_match_label"	"{s:find_match_label}"
"dota_reconnect"	"Újracsatlakozás"
"dota_abandon_game"	"Elhagyás"
"dota_safe_leave_game"	"Játék elhagyása"
"dota_disconnect"	"Szétkapcsolás"
"dota_play_unavailable"	"Nem elérhető"
"dota_leaver_consequence_tooltip_header"	"Következmények"
"dota_leaver_consequences"	"{s:leaver_consequences}"
"dota_leaver_consequences_details"	"{s:leaver_consequences_details}"
"dota_leaver_view_tooltip"	"Részletek megnézése"
"dota_leaver_consequence_header_failure_to_reconnect"	"Az újracsatlakozás elmulasztása a következő következményekkel jár:"
"dota_leaver_consequence_header_leave_match"	"E meccs elhagyása negatív következményekkel jár:"
"dota_leaver_consequence_LetDownTeammates"	"Csapattársaid hátrányban fognak játszani."
"dota_leaver_consequence_SmallMatchmakingCooldown"	"Egy ideig nem fogod tudni használni a meccskeresőt."
"dota_leaver_consequence_CreditWithAbandon"	"Elhagyást fogsz kapni."
"dota_leaver_consequence_ForcedLossForLeaver"	"Vereséget fogsz kapni."
"dota_leaver_consequence_ForcedLossForLeaversParty"	"A társaságodban mindenki vereséget fog kapni."
"dota_leaver_consequence_ForcedLossForLeaversTeam"	"A csapatod (%s1) vereséget fog kapni."
"dota_leaver_consequence_MMRLossForLeaver"	"JáR-od csökkenni fog."
"dota_leaver_consequence_MMRLossForLeaversParty"	"Társaságod minden tagjának JáR-ja csökkenni fog."
"dota_leaver_consequence_MMRLossForLeaversTeam"	"A csapatod (%s1) JáR-ja csökkenni fog."
"dota_leaver_consequence_MatchDiscardedForOtherPlayers"	"A többi játékos nem fog pontot kapni a meccsért."
"dota_leaver_consequence_NotDecrementLowPriGamesRemaining"	"Ez a meccs nem fog befejezettnek számítani."
"dota_reconnect_popup_title"	"Újracsatlakozás?"
"dota_reconnect_popup_message"	"Helykitöltő szöveg - Szeretnél újracsatlakozni a játékhoz?"
"dota_matchmaking_regions_refresh"	"Pingek frissítése"
"dota_matchmaking_region_ping"	"{s:region_ping}"
"dota_matchmaking_region_offline"	"Karbantartás miatt offline"
"dota_matchmaking_region_unknown_ping"	"Ping: Ismeretlen"
"dota_matchmaking_region_ping_time"	"Ping: {i:ping_ms} ms"
"DOTA_VAC_Verification_Header"	"Valve Anti-Cheat (VAC)"
"DOTA_VAC_Verification_Header_Solo"	"Nem sikerült csatlakozni a játékkeresőhöz, mert a számítógépeden egy probléma blokkolja a VAC-rendszert. Győződj meg róla, hogy nem használsz semmilyen programot, ami zavarhatja a VAC-ot és ellenőrizd, hogy a Steam megfelelőlen van telepítve."
"DOTA_VAC_Verification_Header_Party"	"Nem sikerült csatlakozni a játékkeresőhöz, mert a társaságodban egy vagy több tagjának a számítógépén egy probléma blokkolja a VAC-rendszert. Győződjetek meg róla, hogy a társaságotok tagjai nem használnak semmilyen programot, ami zavarhatja a VAC-ot és ellenőrizzétek, hogy a Steam megfelelőlen van telepítve."
"DOTA_VAC_Verification_Button1"	"Több infó"
"DOTA_VAC_Verification_Button2"	"Bezár"
"dota_matchmaking_regions_button"	"{s:regions_selected}"
"dota_region_automatic"	"Régió: Automatikus"
"dota_regions_selected"	"Régiók: "
"dota_lobby_region_invalid"	"Nincs"
"dota_play_no_language_selected"	"NYELV KIVÁLASZTÁSA"
"dota_play_language"	"{s:match_language}"
"dota_play_language_many"	"NYELVEK: {i:match_language_count}"
"dota_ready_fail"	"NEM SIKERÜLT ELKÉSZÜLNI"
"dota_ready_fail_desc"	"A meccsed készen állt, de nem reagáltál időben, ezért kikerültél a játékkeresésből."
"dota_all_chat_label"	"[MINDENKI]"
"dota_chatwheel_label_Ok"	"OK"
"dota_chatwheel_label_Care"	"Vigyázz"
"dota_chatwheel_label_GetBack"	"Vissza"
"dota_chatwheel_label_NeedWards"	"Wardok kellenének"
"dota_chatwheel_label_Stun"	"Béníts"
"dota_chatwheel_label_Help"	"Segítség"
"dota_chatwheel_label_Push"	"Előre"
"dota_chatwheel_label_GoodJob"	"Szép volt"
"dota_chatwheel_label_Missing"	"Eltűnt"
"dota_chatwheel_label_Missing_Top"	"Eltűnt felülről"
"dota_chatwheel_label_Missing_Mid"	"Eltűnt középről"
"dota_chatwheel_label_Missing_Bottom"	"Eltűnt alulról"
"dota_chatwheel_label_Go"	"Gyerünk!"
"dota_chatwheel_label_Initiate"	"Kezdeményezzünk!"
"dota_chatwheel_label_Follow"	"Kövessetek"
"dota_chatwheel_label_Group_Up"	"Összeállni"
"dota_chatwheel_label_Spread_Out"	"Szóródjunk szét"
"dota_chatwheel_label_Split_Farm"	"Oszoljunk szét farmolni"
"dota_chatwheel_label_Attack"	"Támadás!"
"dota_chatwheel_label_BRB"	"Mindjárt jövök"
"dota_chatwheel_label_Dive"	"Toronyhoz!"
"dota_chatwheel_label_OMW"	"Úton vagyok"
"dota_chatwheel_label_Get_Ready"	"Készüljetek"
"dota_chatwheel_label_Bait"	"Csalizz"
"dota_chatwheel_label_Heal"	"Gyógyítást"
"dota_chatwheel_label_Mana"	"Manát"
"dota_chatwheel_label_OOM"	"Nincs manám"
"dota_chatwheel_label_Skill_Cooldown"	"Újratöltődik"
"dota_chatwheel_label_Ulti_Ready"	"Ulti kész"
"dota_chatwheel_label_Enemy_Returned"	"Visszajött"
"dota_chatwheel_label_All_Missing"	"Sehol senki"
"dota_chatwheel_label_Enemy_Incoming"	"Támadnak"
"dota_chatwheel_label_Invis_Enemy"	"Láthatatlan ellenség"
"dota_chatwheel_label_Enemy_Had_Rune"	"Rúnás ellenség"
"dota_chatwheel_label_Split_Push"	"Osztott ostromlás"
"dota_chatwheel_label_Coming_To_Gank"	"Jövök gankelni"
"dota_chatwheel_label_Request_Gank"	"Gank kellene"
"dota_chatwheel_label_Fight_Under_Tower"	"Torony alatt"
"dota_chatwheel_label_Deny_Tower"	"Tornyot beáldozni"
"dota_chatwheel_label_Buy_Courier"	"Vegyél futárt"
"dota_chatwheel_label_Upgrade_Courier"	"Fejlessz futárt"
"dota_chatwheel_label_Need_Detection"	"Detektálás kell"
"dota_chatwheel_label_They_Have_Detection"	"Látják a láthatatlanokat"
"dota_chatwheel_label_Buy_TP"	"Vegyél teleportot"
"dota_chatwheel_label_Reuse_Courier"	"Használd újra a futárt"
"dota_chatwheel_label_Deward"	"Wardtalaníts"
"dota_chatwheel_label_Building_Mek"	"Meket készítek"
"dota_chatwheel_label_Building_Pipe"	"Pipe-ot veszek"
"dota_chatwheel_label_Stack_And_Pull"	"Halmozz és húzz"
"dota_chatwheel_label_Pull"	"Húzd a creepeket"
"dota_chatwheel_label_Pulling"	"Húzom a creepeket"
"dota_chatwheel_label_Stack"	"Halmozd a semlegeseket"
"dota_chatwheel_label_Jungling"	"Erdőzök"
"dota_chatwheel_label_Roshan"	"Roshan"
"dota_chatwheel_label_Affirmative"	"Vettem"
"dota_chatwheel_label_Wait"	"Várjatok"
"dota_chatwheel_label_Pause"	"Szünet"
"dota_chatwheel_label_Current_Time"	"Jelenlegi idő"
"dota_chatwheel_label_Check_Runes"	"Rúnaellenőrzés"
"dota_chatwheel_label_Smoke_Gank"	"Gankeljünk Smoke-kal!"
"dota_chatwheel_label_GLHF"	"Sok szerencsét"
"dota_chatwheel_label_Nice"	"Szép"
"dota_chatwheel_label_Thanks"	"Kösz"
"dota_chatwheel_label_Sorry"	"Bocs"
"dota_chatwheel_label_No_Give_Up"	"Ne adjátok fel"
"dota_chatwheel_label_Just_Happened"	"Megesik az ilyen"
"dota_chatwheel_label_Game_Is_Hard"	"Nehéz játék"
"dota_chatwheel_label_New_Meta"	"Új meta"
"dota_chatwheel_label_My_Bad"	"Az én hibám"
"dota_chatwheel_label_Regret"	"Sajnálom"
"dota_chatwheel_label_Relax"	"Nyugalom"
"dota_chatwheel_label_GG"	"GG"
"dota_chatwheel_label_GGWP"	"GGWP"
"dota_chatwheel_label_All_GG"	"(Mindenki) GG"
"dota_chatwheel_label_All_GGWP"	"(Mindenki) GGWP"
"dota_chatwheel_label_What_To_Buy"	"Mit vegyek?"
"dota_chatwheel_label_Im_Retreating"	"Visszavonulok"
"dota_chatwheel_label_Space_Created"	"Helyet csináltam"
"dota_chatwheel_label_Whoops"	"Upsz"
"dota_chatwheel_label_Tower_then_Back"	"Torony, aztán vissza"
"dota_chatwheel_label_Barracks_then_Back"	"Barakkok, aztán vissza"
"dota_chatwheel_label_Ward_Bottom_Rune"	"Wardot az alsó rúnához"
"dota_chatwheel_label_Ward_Top_Rune"	"Wardot a felső rúnához"
"dota_chatwheel_label_Zeus_Ult"	"Zeus ulti"
"dota_chatwheel_header_positioning"	"Helyezkedés"
"dota_chatwheel_header_status"	"Helyzetjelentés"
"dota_chatwheel_header_enemy"	"Ellenség"
"dota_chatwheel_header_lane"	"Vonal"
"dota_chatwheel_header_items"	"Tárgyak"
"dota_chatwheel_header_neutrals"	"Semlegesek"
"dota_chatwheel_header_misc"	"Egyéb"
"dota_chatwheel_header_flavor"	"Légkör"
"dota_chatwheel_message_Ok"	"Rendben."
"dota_chatwheel_message_Care"	"Vigyázz!"
"dota_chatwheel_message_GetBack"	"Vissza!"
"dota_chatwheel_message_NeedWards"	"Wardokra van szükségünk."
"dota_chatwheel_message_Stun"	"Valaki azonnal bénítson!"
"dota_chatwheel_message_Help"	"Segítség!"
"dota_chatwheel_message_Push"	"Nyomuljunk előre!"
"dota_chatwheel_message_GoodJob"	"Szép volt!"
"dota_chatwheel_message_Missing"	"Eltűnt!"
"dota_chatwheel_message_Missing_Top"	"Eltűnt felülről!"
"dota_chatwheel_message_Missing_Mid"	"Eltűnt középről!"
"dota_chatwheel_message_Missing_Bottom"	"Eltűnt alulról!"
"dota_chatwheel_message_Go"	"Gyerünk!"
"dota_chatwheel_message_Initiate"	"Kezdeményezzünk!"
"dota_chatwheel_message_Follow"	"Kövessetek"
"dota_chatwheel_message_Group_Up"	"Álljunk össze"
"dota_chatwheel_message_Spread_Out"	"Szóródjunk szét"
"dota_chatwheel_message_Split_Farm"	"Oszoljunk szét és farmoljunk"
"dota_chatwheel_message_Attack"	"Támadás!"
"dota_chatwheel_message_BRB"	"Mindjárt jövök"
"dota_chatwheel_message_Dive"	"Be a torony mögé!"
"dota_chatwheel_message_OMW"	"Úton vagyok"
"dota_chatwheel_message_Get_Ready"	"Készüljetek"
"dota_chatwheel_message_Bait"	"Valaki csalja ki"
"dota_chatwheel_message_Heal"	"Gyógyítsatok"
"dota_chatwheel_message_Mana"	"Mana kell"
"dota_chatwheel_message_OOM"	"Nincs manám"
"dota_chatwheel_message_Skill_Cooldown"	"Újratöltődnek a képpeségeim"
"dota_chatwheel_message_Ulti_Ready"	"Ultimate kész"
"dota_chatwheel_message_Enemy_Returned"	"Visszatért az ellenség"
"dota_chatwheel_message_All_Missing"	"Az összes ellenséges hős eltűnt!"
"dota_chatwheel_message_Enemy_Incoming"	"Támad az ellenség!"
"dota_chatwheel_message_Invis_Enemy"	"Láthatatlan ellenség a közelben!"
"dota_chatwheel_message_Enemy_Had_Rune"	"Az ellenségnél rúna van"
"dota_chatwheel_message_Split_Push"	"Oszoljunk szét és toljuk"
"dota_chatwheel_message_Coming_To_Gank"	"Jövök gankelni"
"dota_chatwheel_message_Request_Gank"	"Gank kellene"
"dota_chatwheel_message_Fight_Under_Tower"	"Harcolj a torony alatt"
"dota_chatwheel_message_Deny_Tower"	"Valaki áldozza be a tornyot!"
"dota_chatwheel_message_Buy_Courier"	"Valaki vegyen egy futárt"
"dota_chatwheel_message_Upgrade_Courier"	"Tudja valaki fejleszteni a futárt?"
"dota_chatwheel_message_Need_Detection"	"Láthatatlanság-detektálás kell"
"dota_chatwheel_message_They_Have_Detection"	"Látják a láthatatlanokat"
"dota_chatwheel_message_Buy_TP"	"Vegyél Teleport Scrollt"
"dota_chatwheel_message_Reuse_Courier"	"Használd újra a futárt"
"dota_chatwheel_message_Deward"	"Wardtalanítást kérek"
"dota_chatwheel_message_Building_Mek"	"Mekansmot veszek"
"dota_chatwheel_message_Building_Pipe"	"Pipe-ot készítek"
"dota_chatwheel_message_Stack_And_Pull"	"Halmozz és húzz"
"dota_chatwheel_message_Pull"	"Húzd a creepeket"
"dota_chatwheel_message_Pulling"	"Húzom a creepeket"
"dota_chatwheel_message_Stack"	"Halmozd a semlegeseket"
"dota_chatwheel_message_Jungling"	"Erdőzök"
"dota_chatwheel_message_Roshan"	"Roshan"
"dota_chatwheel_message_Affirmative"	"Vettem"
"dota_chatwheel_message_Wait"	"Várj"
"dota_chatwheel_message_Pause"	"Szünetet kérek!"
"dota_chatwheel_message_Current_Time"	"Jelenlegi játékidő"
"dota_chatwheel_message_Check_Runes"	"Valaki nézze meg a rúnákat"
"dota_chatwheel_message_Smoke_Gank"	"Gankeljünk Smoke-kal!"
"dota_chatwheel_message_GLHF"	"Sok sikert, jó szórakozást"
"dota_chatwheel_message_Nice"	"Szép"
"dota_chatwheel_message_Thanks"	"Kösz!"
"dota_chatwheel_message_Sorry"	"Bocsánat"
"dota_chatwheel_message_No_Give_Up"	"Ne adjátok fel!"
"dota_chatwheel_message_Just_Happened"	"Megesik az ilyen"
"dota_chatwheel_message_Game_Is_Hard"	"Nehéz a játék"
"dota_chatwheel_message_New_Meta"	"Új meta"
"dota_chatwheel_message_My_Bad"	"Az én hibám"
"dota_chatwheel_message_Regret"	"Azonnal megbántam a döntésemet"
"dota_chatwheel_message_Relax"	"Nyugi, jól csináljátok"
"dota_chatwheel_message_MissingHero"	"%s1 hiányzik!"
"dota_chatwheel_message_ReturnedHero"	"%s1 visszatért!"
"dota_chatwheel_message_GG"	"Jó játék"
"dota_chatwheel_message_GGWP"	"Jó játék, szép volt"
"dota_chatwheel_message_All_GG"	"Jó játék"
"dota_chatwheel_message_All_GGWP"	"Jó játék, szép volt"
"dota_chatwheel_message_What_To_Buy"	"Mit kéne vennem?"
"dota_chatwheel_message_Im_Retreating"	"Visszavonulok"
"dota_chatwheel_message_Space_Created"	"Helyet csináltam"
"dota_chatwheel_message_Whoops"	"Upsz"
"dota_chatwheel_message_Tower_then_Back"	"Döntsük le a tornyot, aztán vissza"
"dota_chatwheel_message_Barracks_then_Back"	"Döntsük be a barakkokat, aztán vissza"
"dota_chatwheel_message_Ward_Bottom_Rune"	"Wardot az alsó rúnához"
"dota_chatwheel_message_Ward_Top_Rune"	"Wardot a felső rúnához"
"dota_chatwheel_message_Zeus_Ult"	"Zeus ultit most!"
